wishlist_id,customer_id,movie_id,date_added
297,594,843,2025-10-05
298,373,124,2025-08-20
299,52,184,2025-08-23
300,866,218,2025-10-03
301,313,556,2025-09-19
302,299,563,2025-10-10
303,512,157,2025-09-07
304,312,498,2025-08-30
305,33,702,2025-10-06
306,345,627,2025-08-23
307,376,387,2025-09-09
308,494,488,2025-09-06
309,916,35,2025-10-09
310,332,612,2025-08-26
311,767,773,2025-08-26
312,41,800,2025-09-08
313,341,663,2025-09-24
314,165,340,2025-10-16
315,833,875,2025-08-27
316,66,704,2025-08-30
317,601,972,2025-08-17
318,920,277,2025-09-20
319,395,533,2025-09-22
320,56,116,2025-08-18
321,428,160,2025-08-23
322,898,610,2025-08-30
323,479,633,2025-10-07
324,948,523,2025-10-16
325,15,95,2025-10-13
326,355,150,2025-10-03
327,857,583,2025-10-08
328,399,439,2025-10-05
329,850,309,2025-09-12
330,462,417,2025-10-04
331,843,774,2025-09-01
332,3,796,2025-08-20
333,280,577,2025-10-14
334,393,909,2025-10-12
335,659,835,2025-08-18
336,259,154,2025-08-21
337,890,787,2025-08-21
338,558,985,2025-09-06
339,897,436,2025-10-04
340,915,149,2025-09-16
341,810,734,2025-09-11
342,813,715,2025-09-07
343,690,701,2025-09-13
344,317,779,2025-08-27
345,444,843,2025-09-11
346,315,918,2025-09-04
347,635,320,2025-09-18
348,475,95,2025-08-18
349,196,41,2025-09-11
350,970,200,2025-09-10
351,85,318,2025-09-28
352,359,142,2025-10-05
353,81,670,2025-08-30
354,828,804,2025-08-18
355,254,216,2025-09-25
356,836,108,2025-09-18
357,751,985,2025-09-27
358,960,223,2025-10-01
359,48,682,2025-09-20
360,635,450,2025-09-03
361,933,26,2025-09-16
362,407,788,2025-08-26
363,261,125,2025-09-13
364,189,965,2025-09-11
365,827,622,2025-09-15
366,565,892,2025-09-29
367,835,347,2025-08-31
368,562,160,2025-09-26
369,110,834,2025-09-25
370,877,997,2025-08-31
371,534,561,2025-08-30
372,508,910,2025-08-30
373,211,416,2025-09-14
374,118,301,2025-08-25
375,964,870,2025-09-07
376,919,875,2025-08-20
377,408,763,2025-09-29
378,193,606,2025-09-11
379,513,136,2025-08-24
380,786,14,2025-09-21
381,147,677,2025-09-24
382,517,986,2025-10-13
383,818,874,2025-09-06
384,922,69,2025-10-07
385,80,692,2025-10-06
386,570,700,2025-10-05
387,879,177,2025-08-20
388,17,72,2025-10-03
389,885,17,2025-08-29
390,583,267,2025-09-20
391,352,503,2025-09-25
392,70,212,2025-09-13
393,890,266,2025-09-08
394,639,946,2025-10-06
395,635,151,2025-09-12
396,29,289,2025-10-09
397,276,874,2025-08-24
398,83,805,2025-09-28
399,349,815,2025-10-09
400,531,805,2025-09-23
401,278,84,2025-10-13
402,97,645,2025-10-02
403,702,365,2025-08-28
404,380,461,2025-10-02
405,588,207,2025-09-19
406,113,724,2025-08-19
407,30,355,2025-10-15
408,595,759,2025-08-29
409,765,950,2025-09-02
410,825,727,2025-09-30
411,613,916,2025-09-07
412,758,249,2025-09-12
413,22,991,2025-08-17
414,38,530,2025-09-17
415,424,871,2025-09-07
416,880,416,2025-09-20
417,827,438,2025-10-06
418,1000,164,2025-10-11
419,969,648,2025-09-02
420,636,343,2025-10-15
421,142,396,2025-10-05
422,522,182,2025-10-10
423,64,586,2025-08-31
424,93,362,2025-08-23
425,524,672,2025-08-20
426,822,708,2025-10-07
427,112,494,2025-09-25
428,948,919,2025-09-12
429,718,766,2025-09-26
430,443,921,2025-08-23
431,347,651,2025-10-12
432,799,232,2025-10-03
433,953,339,2025-08-30
434,393,912,2025-08-30
435,63,589,2025-09-11
436,113,138,2025-10-01
437,215,984,2025-08-31
438,999,429,2025-09-11
439,736,327,2025-10-14
440,138,438,2025-09-03
441,738,127,2025-08-29
442,752,332,2025-10-11
443,41,81,2025-10-08
444,292,292,2025-08-27
445,588,575,2025-09-14
446,912,984,2025-10-11
447,400,309,2025-09-09
448,113,734,2025-08-30
449,651,500,2025-09-17
450,455,19,2025-08-31
451,600,767,2025-10-11
452,424,683,2025-10-03
453,449,169,2025-09-02
454,405,260,2025-10-05
455,699,661,2025-10-14
456,62,358,2025-09-13
457,206,406,2025-10-04
458,425,391,2025-09-04
459,575,252,2025-09-01
460,939,324,2025-09-17
461,105,60,2025-09-03
462,557,749,2025-09-08
463,219,23,2025-08-26
464,994,522,2025-08-31
465,601,175,2025-10-06
466,927,462,2025-08-26
467,235,949,2025-10-07
468,428,901,2025-09-21
469,997,986,2025-09-27
470,305,772,2025-09-09
471,683,730,2025-10-15
472,241,544,2025-09-10
473,588,947,2025-09-17
474,330,628,2025-08-21
475,206,574,2025-08-25
476,248,528,2025-09-29
477,422,326,2025-09-27
478,641,464,2025-08-17
479,541,294,2025-09-26
480,109,414,2025-08-26
481,558,130,2025-08-17
482,403,261,2025-10-03
483,227,829,2025-09-17
484,642,709,2025-10-07
485,755,27,2025-09-23
486,681,710,2025-09-10
487,527,900,2025-10-08
488,890,977,2025-09-28
489,13,876,2025-09-17
490,414,962,2025-09-18
491,140,543,2025-08-28
492,664,429,2025-09-18
493,136,476,2025-08-27
494,387,106,2025-08-29
495,999,678,2025-08-18
496,762,766,2025-08-21
497,568,330,2025-10-04
498,947,716,2025-09-11
499,89,288,2025-09-04
500,854,485,2025-10-05
501,205,377,2025-09-11
502,435,375,2025-08-26
503,832,633,2025-08-28
504,877,382,2025-08-28
505,904,177,2025-10-01
506,276,821,2025-09-22
507,647,4,2025-10-01
508,851,349,2025-09-20
509,898,481,2025-08-24
510,459,935,2025-09-21
511,798,465,2025-10-05
512,16,316,2025-09-04
513,861,998,2025-09-07
514,539,782,2025-09-09
515,421,713,2025-10-16
516,154,381,2025-10-02
517,209,369,2025-08-28
518,332,15,2025-08-23
519,412,687,2025-10-07
520,425,108,2025-08-24
521,905,929,2025-10-13
522,432,710,2025-09-13
523,30,190,2025-10-11
524,751,820,2025-09-22
525,912,221,2025-09-22
526,402,657,2025-10-04
527,197,410,2025-09-18
528,772,153,2025-10-08
529,547,865,2025-08-27
530,68,361,2025-09-07
531,111,825,2025-09-18
532,989,156,2025-09-15
533,707,732,2025-09-16
534,143,165,2025-09-30
535,878,600,2025-09-08
536,794,581,2025-10-07
537,447,93,2025-09-18
538,409,484,2025-09-17
539,261,47,2025-08-22
540,170,187,2025-10-07
541,281,883,2025-09-19
542,507,432,2025-08-21
543,896,532,2025-08-28
544,755,672,2025-09-04
545,890,435,2025-08-23
546,823,723,2025-10-01
547,872,498,2025-08-25
548,121,743,2025-10-11
549,747,631,2025-08-23
550,848,481,2025-09-24
551,477,833,2025-09-23
552,865,981,2025-10-06
553,876,906,2025-10-10
554,737,513,2025-09-30
555,49,579,2025-09-28
556,102,931,2025-08-28
557,322,609,2025-09-02
558,390,722,2025-09-02
559,226,158,2025-08-26
560,848,232,2025-09-29
561,741,111,2025-10-03
562,953,752,2025-10-12
563,404,764,2025-08-22
564,660,431,2025-09-14
565,643,830,2025-09-23
566,832,620,2025-08-30
567,417,954,2025-08-24
568,33,730,2025-09-24
569,342,479,2025-09-02
570,546,313,2025-09-09
571,755,790,2025-10-05
572,983,354,2025-08-30
573,209,433,2025-09-28
574,750,884,2025-10-07
575,296,752,2025-10-11
576,527,237,2025-09-06
577,194,313,2025-10-02
578,668,727,2025-10-11
579,997,580,2025-09-06
580,494,606,2025-09-28
581,817,176,2025-09-14
582,793,484,2025-09-09
583,313,344,2025-10-08
584,373,597,2025-09-15
585,626,850,2025-09-16
586,238,353,2025-10-03
587,276,664,2025-09-18
588,444,500,2025-09-27
589,838,664,2025-08-20
590,895,218,2025-10-14
591,567,298,2025-09-07
592,283,922,2025-09-19
593,388,865,2025-08-24
594,851,622,2025-09-21
595,137,855,2025-10-14
596,338,448,2025-09-09
597,145,672,2025-10-14
598,831,485,2025-09-05
599,23,845,2025-10-01
600,625,24,2025-10-16
601,500,645,2025-10-06
602,547,482,2025-09-27
603,887,415,2025-08-27
604,645,124,2025-08-31
605,745,193,2025-09-17
606,527,466,2025-09-05
607,461,108,2025-09-13
608,598,314,2025-08-29
609,425,440,2025-08-20
610,15,864,2025-09-27
611,884,614,2025-08-17
612,379,963,2025-10-04
613,121,623,2025-09-05
614,189,222,2025-09-17
615,230,633,2025-09-10
616,519,537,2025-10-15
617,343,684,2025-10-02
618,87,610,2025-09-24
619,464,501,2025-09-14
620,254,762,2025-09-10
621,177,957,2025-10-11
622,437,355,2025-09-30
623,497,146,2025-09-16
624,892,931,2025-08-21
625,722,41,2025-09-12
626,687,316,2025-10-06
627,306,315,2025-10-13
628,775,342,2025-08-20
629,810,868,2025-09-24
630,456,50,2025-09-17
631,11,674,2025-09-05
632,947,553,2025-08-30
633,267,858,2025-09-12
634,637,39,2025-08-21
635,901,948,2025-09-28
636,853,730,2025-09-19
637,696,592,2025-08-28
638,454,687,2025-09-11
639,484,942,2025-08-28
640,316,29,2025-10-09
641,869,89,2025-09-14
642,934,266,2025-09-09
643,244,762,2025-08-22
644,550,303,2025-09-15
645,986,967,2025-09-12
646,32,91,2025-09-14
647,19,718,2025-09-09
648,378,22,2025-10-08
649,437,944,2025-09-09
650,821,609,2025-08-28
651,507,922,2025-09-04
652,22,425,2025-08-17
653,848,509,2025-08-23
654,510,693,2025-10-13
655,689,683,2025-08-31
656,910,943,2025-08-19
657,725,914,2025-10-09
658,102,866,2025-09-01
659,83,209,2025-08-30
660,753,420,2025-08-28
661,258,161,2025-08-23
662,828,999,2025-10-06
663,521,510,2025-08-29
664,504,294,2025-10-14
665,523,109,2025-09-25
666,328,982,2025-08-28
667,318,443,2025-09-02
668,94,88,2025-09-28
669,597,677,2025-10-13
670,707,382,2025-09-08
671,830,728,2025-09-09
672,314,718,2025-09-04
673,73,823,2025-09-21
674,696,330,2025-08-27
675,485,790,2025-10-03
676,601,196,2025-10-07
677,173,116,2025-10-04
678,739,539,2025-09-25
679,807,824,2025-09-16
680,977,52,2025-09-13
681,875,949,2025-08-25
682,292,871,2025-08-30
683,934,647,2025-09-07
684,802,582,2025-08-22
685,289,451,2025-08-26
686,871,790,2025-09-16
687,894,151,2025-10-05
688,502,849,2025-08-19
689,393,915,2025-09-12
690,621,872,2025-09-14
691,338,803,2025-09-25
692,853,177,2025-08-27
693,620,775,2025-09-07
694,517,147,2025-09-07
695,736,135,2025-10-03
696,840,947,2025-10-14
697,298,236,2025-09-21
698,724,542,2025-10-14
699,953,956,2025-10-04
700,929,62,2025-10-08
701,92,344,2025-09-01
702,75,922,2025-09-24
703,275,421,2025-08-28
704,693,501,2025-09-10
705,15,883,2025-09-26
706,749,880,2025-08-31
707,65,433,2025-09-01
708,506,76,2025-09-25
709,156,284,2025-09-09
710,291,219,2025-08-25
711,332,141,2025-10-14
712,819,419,2025-09-03
713,843,453,2025-08-31
714,558,452,2025-09-07
715,129,823,2025-09-20
716,168,210,2025-10-06
717,525,513,2025-09-10
718,459,529,2025-08-23
719,732,336,2025-08-30
720,657,732,2025-09-27
721,78,663,2025-10-12
722,727,685,2025-09-06
723,551,652,2025-09-15
724,566,921,2025-09-30
725,277,29,2025-10-12
726,95,407,2025-08-31
727,784,126,2025-09-20
728,109,777,2025-09-24
729,265,560,2025-08-29
730,947,975,2025-09-06
731,102,98,2025-10-02
732,565,997,2025-08-31
733,989,70,2025-10-06
734,254,843,2025-08-17
735,344,510,2025-09-13
736,60,397,2025-09-09
737,554,292,2025-08-28
738,107,806,2025-09-16
739,247,274,2025-08-30
740,475,509,2025-09-09
741,415,782,2025-09-25
742,44,431,2025-10-04
743,255,198,2025-10-05
744,460,503,2025-10-07
745,409,741,2025-10-14
746,112,495,2025-09-02
747,289,73,2025-09-12
748,102,154,2025-08-21
749,141,166,2025-09-17
750,66,328,2025-08-28
751,655,812,2025-09-30
752,758,601,2025-09-27
753,167,532,2025-10-16
754,664,449,2025-10-09
755,646,123,2025-08-18
756,724,755,2025-09-05
757,925,711,2025-08-21
758,600,480,2025-08-26
759,470,280,2025-09-04
760,209,816,2025-09-14
761,842,683,2025-10-03
762,96,573,2025-09-01
763,516,835,2025-10-16
764,756,232,2025-08-17
765,832,910,2025-08-22
766,840,215,2025-08-18
767,710,930,2025-09-20
768,535,866,2025-09-18
769,542,147,2025-10-06
770,441,955,2025-09-12
771,510,36,2025-08-30
772,204,752,2025-08-23
773,680,123,2025-09-07
774,306,35,2025-08-25
775,729,818,2025-09-20
776,938,34,2025-10-03
777,691,453,2025-10-09
778,331,938,2025-09-28
779,8,743,2025-09-26
780,76,594,2025-09-09
781,359,824,2025-10-01
782,165,110,2025-08-25
783,856,456,2025-09-10
784,973,632,2025-10-07
785,270,458,2025-10-03
786,710,929,2025-10-10
787,5,503,2025-09-08
788,309,673,2025-10-12
789,708,439,2025-08-26
790,279,851,2025-10-07
791,179,350,2025-09-03
792,538,861,2025-09-02
793,111,231,2025-09-17
794,614,690,2025-09-18
795,854,538,2025-09-26
796,561,43,2025-09-25
797,688,600,2025-09-01
798,53,158,2025-10-04
799,999,755,2025-10-01
800,921,548,2025-09-06
801,548,402,2025-08-30
802,837,909,2025-08-28
803,434,48,2025-09-14
804,599,903,2025-10-09
805,274,410,2025-08-26
806,748,165,2025-09-29
807,570,225,2025-08-22
808,995,989,2025-09-27
809,865,802,2025-09-20
810,231,453,2025-09-18
811,247,341,2025-10-11
812,361,294,2025-08-22
813,760,65,2025-10-03
814,970,279,2025-08-26
815,561,453,2025-09-06
816,784,516,2025-09-10
817,501,459,2025-09-20
818,833,795,2025-08-17
819,494,590,2025-08-17
820,564,705,2025-09-21
821,138,967,2025-08-21
822,600,946,2025-09-09
823,69,662,2025-09-21
824,575,300,2025-09-21
825,761,20,2025-10-04
826,229,363,2025-10-08
827,910,395,2025-08-26
828,585,709,2025-09-28
829,998,719,2025-08-27
830,853,134,2025-10-11
831,476,442,2025-10-15
832,732,911,2025-08-20
833,368,464,2025-08-25
834,296,663,2025-09-29
835,948,947,2025-09-17
836,287,492,2025-08-29
837,715,599,2025-09-30
838,82,961,2025-09-05
839,944,350,2025-08-20
840,874,250,2025-09-23
841,986,503,2025-08-22
842,550,571,2025-09-29
843,573,137,2025-10-16
844,779,163,2025-09-21
845,208,965,2025-10-03
846,257,963,2025-09-08
847,218,139,2025-08-21
848,98,35,2025-10-13
849,184,178,2025-09-23
850,737,676,2025-10-15
851,856,158,2025-09-02
852,315,430,2025-09-30
853,114,606,2025-09-06
854,406,809,2025-10-10
855,663,408,2025-10-13
856,524,241,2025-09-20
857,179,411,2025-09-29
858,509,36,2025-09-08
859,457,727,2025-09-25
860,317,306,2025-10-02
861,105,379,2025-09-06
862,172,7,2025-09-22
863,914,791,2025-09-04
864,427,356,2025-09-20
865,423,271,2025-10-08
866,52,398,2025-09-17
867,696,248,2025-10-05
868,482,588,2025-09-09
869,359,993,2025-09-30
870,747,506,2025-08-21
871,886,333,2025-09-17
872,863,925,2025-09-06
873,921,36,2025-09-22
874,740,483,2025-08-30
875,561,422,2025-09-26
876,415,949,2025-10-07
877,512,291,2025-10-06
878,726,872,2025-08-23
879,5,835,2025-08-30
880,442,497,2025-10-01
881,7,15,2025-08-17
882,808,592,2025-09-20
883,853,3,2025-10-16
884,292,37,2025-09-03
885,925,869,2025-10-04
886,945,233,2025-09-21
887,980,284,2025-09-30
888,608,186,2025-10-11
889,567,728,2025-09-30
890,894,372,2025-10-12
891,420,595,2025-10-03
892,233,79,2025-09-01
893,636,195,2025-09-11
894,820,233,2025-10-10
895,630,863,2025-09-14
896,591,787,2025-08-23
897,752,717,2025-08-31
898,285,219,2025-09-16
899,27,701,2025-08-31
900,820,937,2025-08-17
901,831,55,2025-08-30
902,668,509,2025-10-09
903,534,768,2025-08-19
904,867,481,2025-10-12
905,747,569,2025-08-23
906,927,872,2025-09-12
907,306,61,2025-09-01
908,279,856,2025-10-09
909,731,238,2025-09-12
910,103,378,2025-08-21
911,621,950,2025-09-29
912,238,604,2025-08-24
913,228,335,2025-08-20
914,1,717,2025-09-04
915,839,407,2025-09-26
916,961,609,2025-09-17
917,654,282,2025-10-14
918,899,743,2025-08-24
919,370,967,2025-09-12
920,653,925,2025-08-22
921,378,635,2025-10-14
922,990,670,2025-09-12
923,228,945,2025-09-06
924,24,403,2025-09-15
925,878,294,2025-10-04
926,568,501,2025-08-23
927,345,247,2025-09-19
928,612,859,2025-10-11
929,775,293,2025-10-03
930,506,650,2025-08-18
931,41,870,2025-10-10
932,901,655,2025-08-28
933,292,304,2025-09-19
934,997,329,2025-10-12
935,512,996,2025-09-11
936,776,341,2025-08-19
937,654,263,2025-08-17
938,143,380,2025-09-23
939,465,54,2025-10-11
940,190,47,2025-09-19
941,94,852,2025-08-30
942,366,964,2025-09-22
943,121,164,2025-09-19
944,951,968,2025-08-27
945,106,259,2025-09-09
946,83,306,2025-09-13
947,120,655,2025-09-01
948,545,849,2025-08-27
949,412,755,2025-08-17
950,327,987,2025-08-23
951,120,650,2025-08-22
952,13,778,2025-09-09
953,566,619,2025-10-02
954,920,890,2025-09-16
955,374,268,2025-09-30
956,451,225,2025-08-21
957,134,33,2025-10-13
958,974,890,2025-10-16
959,644,716,2025-08-25
960,145,744,2025-08-20
961,379,719,2025-09-20
962,495,813,2025-10-01
963,448,508,2025-09-21
964,840,760,2025-09-12
965,370,971,2025-09-14
966,92,685,2025-10-14
967,958,897,2025-08-28
968,544,644,2025-08-30
969,73,699,2025-08-26
970,461,478,2025-10-09
971,322,534,2025-10-09
972,573,592,2025-09-10
973,877,363,2025-09-29
974,642,325,2025-10-07
975,227,886,2025-09-01
976,547,326,2025-09-07
977,202,177,2025-10-10
978,217,327,2025-08-23
979,933,403,2025-10-08
980,472,947,2025-08-19
981,722,641,2025-08-21
982,938,694,2025-09-19
983,10,725,2025-08-20
984,662,613,2025-08-23
985,729,385,2025-10-10
986,224,251,2025-09-18
987,50,756,2025-09-13
988,470,818,2025-10-07
989,890,747,2025-09-16
990,662,749,2025-10-13
991,200,284,2025-10-08
992,823,928,2025-09-25
993,819,478,2025-09-25
994,762,376,2025-10-05
995,610,351,2025-09-18
996,860,82,2025-09-06
997,786,274,2025-10-13
998,190,695,2025-09-17
999,68,705,2025-09-16
1000,668,222,2025-08-22
